title;platform;genre;audience_score;critics_score;img
Twin Peaks: The Return;paramount_plus;crime;83;94;https://resizing.flixster.com/s_X2MapIOUY5GUZpw-Lhtn6VB_A=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13711557_b_v9_ad.jpg
Buried;paramount_plus;crime;83;NA;https://resizing.flixster.com/56E7sOprbk-tVinWYKgR0XUGfh4=/206x305/v2/https://resizing.flixster.com/7mcrw_LOkLbEqF1_DhwYbZNHahI=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvMWE3MWQ4ZjYtNTQ0ZS00NmMzLWE5OTktZDkxOTc4MWIzNjYwLmpwZw==
CSI: Crime Scene Investigation;paramount_plus;crime;82;NA;https://resizing.flixster.com/qRo4e6Vr8cRNnn7USUKNqbswptk=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p184657_b_v13_bx.jpg
Dexter;paramount_plus;crime;81;71;https://resizing.flixster.com/o7ylOzBalC2aVefxEawXQFV3ZMA=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p185267_b_v8_ac.jpg
LEGO Jurassic World: The Secret Exhibit;paramount_plus;action;67;NA;https://resizing.flixster.com/uNCpYUZWYt505zurf_GnSy1QXDg=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16123638_b_v10_aa.jpg
CSI: Miami;paramount_plus;action;66;NA;https://resizing.flixster.com/ln4q37jeHNau4L8--RX1HBTkPuk=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p184820_b_v8_ah.jpg
FBI;paramount_plus;action;65;NA;https://resizing.flixster.com/QEkINUvusMd4HwEBq8zqIEMQKHs=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15528073_b_v13_ar.jpg
NCIS: New Orleans;paramount_plus;action;65;NA;https://resizing.flixster.com/zMDhUb2g_9h7GvOhI003dULnpjI=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10779088_b_v12_bd.jpg
Halo;paramount_plus;action;63;82;https://resizing.flixster.com/YWOWgcAWNP-ICoVTOY1hyLHEjw4=/206x305/v2/https://resizing.flixster.com/22GtrEK4nG54y99bNH_hYY0PLWY=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNGJmNzViYmUtNGZjZS00NDViLTkxNmYtMzFhM2NjNDRkNWMyLmpwZw==
Instinct;paramount_plus;action;59;54;https://resizing.flixster.com/4E09vS3RMzvzwhbQ-nOiKfxzw1c=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p14159105_b_v13_ad.jpg
NCIS: Sydney;paramount_plus;action;27;73;https://resizing.flixster.com/UEk0gJ8CFVO6mtCUd6uCaOmzx8k=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p25580378_b_v13_aa.jpg
We Hunt Together;paramount_plus;mystery_and_thriller;79;55;https://resizing.flixster.com/7WzqAAWSz0UYroayMN17Oj0jjJo=/206x305/v2/https://resizing.flixster.com/d5bNjTGZrJ2LfuUNwowSrKD2Mw4=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjczMzUyMC53ZWJw
CSI: Vegas;paramount_plus;mystery_and_thriller;77;NA;https://resizing.flixster.com/MSuYHwwFN22EqguGX-1zRGBDcV4=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p19760113_b_v13_ag.jpg
Medium;paramount_plus;mystery_and_thriller;75;NA;https://resizing.flixster.com/X0SgWwRko4CZb9M72phpm1CXc-s=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p185006_b_v8_aa.jpg
Dexter: New Blood;paramount_plus;mystery_and_thriller;74;77;https://resizing.flixster.com/O_5-pd00SLUpSXvPGWHhO2lA52E=/206x305/v2/https://resizing.flixster.com/jVmwH3uY1G6h44orSQJC9xZX3kc=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNzM1MzMxZjYtNzVhNC00NWY2LWE2ZDEtZjUyNjBjYmYyMmE4LmpwZw==
Fatal Attraction;paramount_plus;mystery_and_thriller;70;37;https://resizing.flixster.com/Dl1lZ1bZxpWvx4gHJkPFVVRVCro=/206x305/v2/https://resizing.flixster.com/QfgeJpdDOtssRMuhpH87bgH_TA4=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvY2EwYjdiYjktMWZiNC00ZWUwLThkMzItNzFiNzk2MjhmMzQ2LmpwZw==
Your Honor;paramount_plus;mystery_and_thriller;68;58;https://resizing.flixster.com/tvLxLrBUcpxdrhf1g4cMM6KboAs=/206x305/v2/https://resizing.flixster.com/5FHWddnuWUhQxWhHbcnnyKE0tvw=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNzAzMjVmMjEtNzRkZS00YTA3LTg0NWItNTk5M2UwMTg0ZWYyLmpwZw==
CSI: Miami;paramount_plus;mystery_and_thriller;66;NA;https://resizing.flixster.com/ln4q37jeHNau4L8--RX1HBTkPuk=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p184820_b_v8_ah.jpg
NCIS: New Orleans;paramount_plus;mystery_and_thriller;65;NA;https://resizing.flixster.com/zMDhUb2g_9h7GvOhI003dULnpjI=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10779088_b_v12_bd.jpg
Yellowjackets;paramount_plus;mystery_and_thriller;56;96;https://resizing.flixster.com/ZBi-_TbkpOedETSfx1qTM-EZhvI=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p20745547_b_v13_ad.jpg
Special Ops: Lioness;paramount_plus;crime;80;56;https://resizing.flixster.com/ydAHcBRZ_s0kUD6aGp9JCrZsSag=/206x305/v2/https://resizing.flixster.com/4F4uAVrxIUR17WghPoOHsj-M148=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNGIzYzU4ZGMtOWRiNi00ZWE2LTk5MGMtYjUxZWQ1ZDE4YWU0LmpwZw==
Blue Bloods;paramount_plus;crime;80;NA;https://resizing.flixster.com/1b0_EtE1JafzLZbA3MMVIgke_eg=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8130493_b_v13_ac.jpg
NCIS: Hawai'i;paramount_plus;crime;79;NA;https://resizing.flixster.com/PQrnYo26_CHnuikqjnYRc27NGKA=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p20016027_b_v13_ar.jpg
We Hunt Together;paramount_plus;crime;79;55;https://resizing.flixster.com/7WzqAAWSz0UYroayMN17Oj0jjJo=/206x305/v2/https://resizing.flixster.com/d5bNjTGZrJ2LfuUNwowSrKD2Mw4=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjczMzUyMC53ZWJw
CSI: Vegas;paramount_plus;crime;77;NA;https://resizing.flixster.com/MSuYHwwFN22EqguGX-1zRGBDcV4=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p19760113_b_v13_ag.jpg
Medium;paramount_plus;crime;75;NA;https://resizing.flixster.com/X0SgWwRko4CZb9M72phpm1CXc-s=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p185006_b_v8_aa.jpg
Dexter: New Blood;paramount_plus;crime;74;77;https://resizing.flixster.com/O_5-pd00SLUpSXvPGWHhO2lA52E=/206x305/v2/https://resizing.flixster.com/jVmwH3uY1G6h44orSQJC9xZX3kc=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNzM1MzMxZjYtNzVhNC00NWY2LWE2ZDEtZjUyNjBjYmYyMmE4LmpwZw==
S.W.A.T.;paramount_plus;crime;68;NA;https://resizing.flixster.com/IVw55ZR6h6tZsuOb57mi9UNcfE8=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p14158903_b_v13_ab.jpg
